k,Query Count,Scikit,KnnGL
1,20,0.10880370801896788,0.4646971749898512
1,100,0.1572384090104606,1.6102141239971388
1,500,0.31135992202325724,14.937023205013247
3,20,0.12765650000073947,0.4019715710019227
3,100,0.15662804499152116,1.6362281470210291
3,500,0.3029321270005312,15.170756745006656
5,20,0.122304388001794,0.41759458501474
5,100,0.15817910199984908,1.6854592229938135
5,500,0.2901789519819431,15.374694699014071
